"candidate","entity","total_paid","race","district","party","show_on_page","display_name","finance_type"
"bruce bickford","Ocean State Job Lot",12.62,"Senator","20","Republican",NA,"Bruce Bickford","MCEA"
"dustin reginald ward","Lauren A Ward",122.66,"Senator","20","Unenrolled",NA,"Dustin Reginald Ward","Unknown"
"michael r scott","FRAME Media Strategies",1991.37,"Senator","20","Democratic",NA,"Michael R. Scott","MCEA"
"michael r scott","United States Postal Service",488,"Senator","20","Democratic",NA,"Michael R. Scott","MCEA"
"michael r scott","RUN! WEBSITE BUILDER",300,"Senator","20","Democratic",NA,"Michael R. Scott","MCEA"
"michael r scott","ActBlue Technical Services",106.11,"Senator","20","Democratic",NA,"Michael R. Scott","MCEA"
"michael r scott","Staples",69.62,"Senator","20","Democratic",NA,"Michael R. Scott","MCEA"
"mana hared abdi","dale rand Printing",1218.53,"Senator","21","Democratic",NA,"Mana Hared Abdi","Unknown"
"mana hared abdi","Hilda Chang Consulitng",300,"Senator","21","Democratic",NA,"Mana Hared Abdi","Unknown"
"mana hared abdi","Penmor Lithographers",215.22,"Senator","21","Democratic",NA,"Mana Hared Abdi","Unknown"
"shanna cox","FRAME Media Strategies",1925,"Senator","21","Democratic","yes","Shanna Cox","TF"
"shanna cox","Sublime House Media",1000,"Senator","21","Democratic","yes","Shanna Cox","TF"
"shanna cox","Signs on the Cheap",768.97,"Senator","21","Democratic","yes","Shanna Cox","TF"
"shanna cox","Davinci's Eatery",528.64,"Senator","21","Democratic","yes","Shanna Cox","TF"
"shanna cox","Samuel Chamberlain",475,"Senator","21","Democratic","yes","Shanna Cox","TF"
"nathan burnett","UMaine Bookstore",20.2,"Senator","22","Democratic","yes","Nathan Burnett","MCEA"
"matthea elisabeth larsen daughtry","Matthea Daughtry",1543.1,"Senator","23","Democratic","yes","Matthea Daughtry","Unknown"
"matthea elisabeth larsen daughtry","NGP VAN, Inc.",1045,"Senator","23","Democratic","yes","Matthea Daughtry","Unknown"
"matthea elisabeth larsen daughtry","NGP VAN, Inc",315,"Senator","23","Democratic","yes","Matthea Daughtry","Unknown"
"matthea elisabeth larsen daughtry","ActBlue Technical Services",47.05,"Senator","23","Democratic","yes","Matthea Daughtry","Unknown"
"denise tepler","Dale Rand Printing",2557.58,"Senator","24","Democratic","yes","Denise Tepler","MCEA"
"denise tepler","Run!",300,"Senator","24","Democratic","yes","Denise Tepler","MCEA"
"denise tepler","SquareSpace",14,"Senator","24","Democratic","yes","Denise Tepler","MCEA"
"teresa s pierce","ActBlue",23.7,"Senator","25","Democratic","yes","Teresa Pierce","TF"
"teresa s pierce","Act Blue",15.8,"Senator","25","Democratic","yes","Teresa Pierce","TF"
"peter g violette","Spectrum Marketing Companies",2763,"Senator","26","Republican","yes","Peter Violette","MCEA"
"peter g violette","Time4Printing",117.64,"Senator","26","Republican","yes","Peter Violette","MCEA"
"peter g violette","Walmart",57.61,"Senator","26","Republican","yes","Peter Violette","MCEA"
"peter g violette","United States Postal Service",31.2,"Senator","26","Republican","yes","Peter Violette","MCEA"
"peter g violette","Bangor Savings Bank",29,"Senator","26","Republican","yes","Peter Violette","MCEA"
"timothy e nangle","Saturn Business Systems",625.27,"Senator","26","Democratic",NA,"Timothy E Nangle","MCEA"
"timothy e nangle","Hostinger",191.52,"Senator","26","Democratic",NA,"Timothy E Nangle","MCEA"
"timothy e nangle","Network Solutions",29.18,"Senator","26","Democratic",NA,"Timothy E Nangle","MCEA"
"timothy e nangle","United States Postal Service",5.1,"Senator","26","Democratic",NA,"Timothy E Nangle","MCEA"
"jill c duson","Frame Strategies",825,"Senator","27","Democratic",NA,"Jill C. Duson","MCEA"
"jill c duson","SBS Carbon Copy",489.93,"Senator","27","Democratic",NA,"Jill C. Duson","MCEA"
"jill c duson","Staples",74.65,"Senator","27","Democratic",NA,"Jill C. Duson","MCEA"
"jill c duson","ActBlue Tech Services",41.12,"Senator","27","Democratic",NA,"Jill C. Duson","MCEA"
"anne carney","ActBlue Technical Services",0.2,"Senator","29","Democratic","yes","Anne Carney","TF"
"bradlee t farrin","Roderick Consulting, LLC",5000,"Senator","3","Republican",NA,"Bradlee T. Farrin","Unknown"
"bradlee t farrin","Shawn Roderick",5000,"Senator","3","Republican",NA,"Bradlee T. Farrin","Unknown"
"bradlee t farrin","High Tide Low Tide",1201.39,"Senator","3","Republican",NA,"Bradlee T. Farrin","Unknown"
"bradlee t farrin","Skowhegan Area Chamber of Commerce",675,"Senator","3","Republican",NA,"Bradlee T. Farrin","Unknown"
"bradlee t farrin","Albison's Printing",508.51,"Senator","3","Republican",NA,"Bradlee T. Farrin","Unknown"
"danny e costain","Spectrum Marketing",2825.35,"Senator","3","Republican",NA,"Danny E Costain","MCEA"
"danny e costain","Penobscot County Republican",100,"Senator","3","Republican",NA,"Danny E Costain","MCEA"
"danny e costain","Somerset County Republicans",50,"Senator","3","Republican",NA,"Danny E Costain","MCEA"
"joel r stetkis","Spectrum Marketing",1248.48,"Senator","3","Republican","yes","Joel Stetkis","TF"
"joel r stetkis","Spectrum Marketing Co",625.2,"Senator","3","Republican","yes","Joel Stetkis","TF"
"joel r stetkis","Anedot",115.51,"Senator","3","Republican","yes","Joel Stetkis","TF"
"joel r stetkis","Maine Highlands Federal Credit Union",20.41,"Senator","3","Republican","yes","Joel Stetkis","TF"
"eleanor sato","Mailings Unlimited",1615.69,"Senator","30","Democratic",NA,"Eleanor Sato","Unknown"
"eleanor sato","Dale Rand",1028.32,"Senator","30","Democratic",NA,"Eleanor Sato","Unknown"
"eleanor sato","Squarespace, Inc.",221,"Senator","30","Democratic",NA,"Eleanor Sato","Unknown"
"eleanor sato","ActBlue Maine",79.04,"Senator","30","Democratic",NA,"Eleanor Sato","Unknown"
"eleanor sato","United States Post Office",55.51,"Senator","30","Democratic",NA,"Eleanor Sato","Unknown"
"sophia warren","Next Day Flyers",2552.98,"Senator","30","Democratic",NA,"Sophia Warren","Unknown"
"sophia warren","Walmart",163.53,"Senator","30","Democratic",NA,"Sophia Warren","Unknown"
"sophia warren","Squarespace, Inc.",84,"Senator","30","Democratic",NA,"Sophia Warren","Unknown"
"sophia warren","ActBlue Maine",76.33,"Senator","30","Democratic",NA,"Sophia Warren","Unknown"
"sophia warren","Michaels Store",38.47,"Senator","30","Democratic",NA,"Sophia Warren","Unknown"
"donna bailey","Saturn Business Services, Inc.",531.46,"Senator","31","Democratic",NA,"Donna Bailey","MCEA"
"donna bailey","United States Postal Service",200,"Senator","31","Democratic",NA,"Donna Bailey","MCEA"
"henry l ingwersen","FRAME MEDIA STRATEGIES LLC",1500,"Senator","32","Democratic","yes","Henry Ingwersen","MCEA"
"henry l ingwersen","SHAUN DONNELLY",600,"Senator","32","Democratic","yes","Henry Ingwersen","MCEA"
"henry l ingwersen","USPS",267.24,"Senator","32","Democratic","yes","Henry Ingwersen","MCEA"
"henry l ingwersen","StickerYou",156.91,"Senator","32","Democratic","yes","Henry Ingwersen","MCEA"
"henry l ingwersen","STAPLES",155.04,"Senator","32","Democratic","yes","Henry Ingwersen","MCEA"
"matthew a harrington","Matthew Harrington",3305.28,"Senator","33","Republican","yes","Matthew Harrington","TF"
"matthew a harrington","Envelopes.com",371.56,"Senator","33","Republican","yes","Matthew Harrington","TF"
"matthew a harrington","Anedot, Inc.",10.6,"Senator","33","Republican","yes","Matthew Harrington","TF"
"daniel sayre","Shannon Magrane Design",1125,"Senator","34","Democratic","yes","Daniel Sayre","MCEA"
"daniel sayre","Will's Copy Center",204.64,"Senator","34","Democratic","yes","Daniel Sayre","MCEA"
"daniel sayre","Act Blue",94.87,"Senator","34","Democratic","yes","Daniel Sayre","MCEA"
"daniel sayre","Squarespace",58.4,"Senator","34","Democratic","yes","Daniel Sayre","MCEA"
"jonathan reed fallon","Vistaprint",1726.23,"Senator","34","Republican","yes","Jonathan Fallon","MCEA"
"jonathan reed fallon","Numinar, Inc.",407.1,"Senator","34","Republican","yes","Jonathan Fallon","MCEA"
"jonathan reed fallon","Jonathan R. Fallon",283.95,"Senator","34","Republican","yes","Jonathan Fallon","MCEA"
"jonathan reed fallon","QR Code Yearly/Convertizing, LTD.",137.2,"Senator","34","Republican","yes","Jonathan Fallon","MCEA"
"jonathan reed fallon","Canva US, Inc.",120,"Senator","34","Republican","yes","Jonathan Fallon","MCEA"
"deane rykerson","North Atlantic Art Service",1608,"Senator","35","Democratic","yes","Deane Rykerson","MCEA"
"deane rykerson","WIX",252,"Senator","35","Democratic","yes","Deane Rykerson","MCEA"
"deane rykerson","The View",251.84,"Senator","35","Democratic","yes","Deane Rykerson","MCEA"
"deane rykerson","Good Guy Signs",232,"Senator","35","Democratic","yes","Deane Rykerson","MCEA"
"deane rykerson","US Postal Service",117,"Senator","35","Democratic","yes","Deane Rykerson","MCEA"
"julie nicole rakic","Daniel Emmerson",800,"Senator","35","Republican",NA,"Julie Nicole Rakic","MCEA"
"julie nicole rakic","Maine GOP",55,"Senator","35","Republican",NA,"Julie Nicole Rakic","MCEA"
"julie nicole rakic","Instant Ink",18.02,"Senator","35","Republican",NA,"Julie Nicole Rakic","MCEA"
"michele meyer","Mercy Street Studio",480,"Senator","35","Democratic","yes","Michele Meyer","MCEA"
"michele meyer","GotPrint.com",328.27,"Senator","35","Democratic","yes","Michele Meyer","MCEA"
"michele meyer","Robert Schwartz",225,"Senator","35","Democratic","yes","Michele Meyer","MCEA"
"michele meyer","PromoteSigns.com",206.91,"Senator","35","Democratic","yes","Michele Meyer","MCEA"
"michele meyer","Wix.com LTD",120,"Senator","35","Democratic","yes","Michele Meyer","MCEA"
"chad richard perkins","Caron Signs",3956.25,"Senator","4","Republican","yes","Chad Perkins","TF"
"gregory pierce","Cray Cheap Politial Signs",1101.42,"Senator","4","Republican",NA,"Gregory Pierce","TF"
"gregory pierce","Penobscot County GOP",590,"Senator","4","Republican",NA,"Gregory Pierce","TF"
"gregory pierce","WIX",505.85,"Senator","4","Republican",NA,"Gregory Pierce","TF"
"gregory pierce","Staples",305.92,"Senator","4","Republican",NA,"Gregory Pierce","TF"
"gregory pierce","WinRed",67,"Senator","4","Republican",NA,"Gregory Pierce","TF"
"joseph paul guerin","Spectrum Marketing Co.",2519.25,"Senator","4","Republican","yes","Joseph Guerin","TF"
"joseph paul guerin","VISTA Print",194.95,"Senator","4","Republican","yes","Joseph Guerin","TF"
"joseph paul guerin","Workstore LLC",141.38,"Senator","4","Republican","yes","Joseph Guerin","TF"
"joseph paul guerin","Maine Republican Party",45,"Senator","4","Republican","yes","Joseph Guerin","TF"
"joseph paul guerin","Deluxe Checks",29,"Senator","4","Republican","yes","Joseph Guerin","TF"
"zachary anders wood","vistaprint",950.11,"Senator","4","Republican","yes","Zachary Wood","MCEA"
"zachary anders wood","Jiffy Print Inc",321.14,"Senator","4","Republican","yes","Zachary Wood","MCEA"
"zachary anders wood","Godaddy.com",109.95,"Senator","4","Republican","yes","Zachary Wood","MCEA"
"zachary anders wood","GoDaddy",92.8,"Senator","4","Republican","yes","Zachary Wood","MCEA"
"zachary anders wood","X Corp",80,"Senator","4","Republican","yes","Zachary Wood","MCEA"
"elizabeth caruso","Somerset County Republican Committee",555,"Senator","5","Republican","yes","Elizabeth Caruso","MCEA"
"elizabeth caruso","Red Maverick Media",354,"Senator","5","Republican","yes","Elizabeth Caruso","MCEA"
"elizabeth caruso","Delta Airlines",344.18,"Senator","5","Republican","yes","Elizabeth Caruso","MCEA"
"elizabeth caruso","American Airlines",260.18,"Senator","5","Republican","yes","Elizabeth Caruso","MCEA"
"elizabeth caruso","Google LLC",168,"Senator","5","Republican","yes","Elizabeth Caruso","MCEA"
"robert finch sullebarger","Frame Strategies",1781,"Senator","5","Democratic",NA,"Robert Finch Sullebarger","MCEA"
"robert finch sullebarger","Saturn Business Services, Inc",807.65,"Senator","5","Democratic",NA,"Robert Finch Sullebarger","MCEA"
"robert finch sullebarger","Staples",176.29,"Senator","5","Democratic",NA,"Robert Finch Sullebarger","MCEA"
"robert finch sullebarger","ActBlue",108.03,"Senator","5","Democratic",NA,"Robert Finch Sullebarger","MCEA"
"robert finch sullebarger","Franklin Savings Bank",26,"Senator","5","Democratic",NA,"Robert Finch Sullebarger","MCEA"
"cheryl hewes","Spectrum Marketing",2934.63,"Senator","7","Republican",NA,"Cheryl Hewes","MCEA"
"cheryl hewes","Harland Clarke",54.29,"Senator","7","Republican",NA,"Cheryl Hewes","MCEA"
"cheryl hewes","USPS",6.08,"Senator","7","Republican",NA,"Cheryl Hewes","MCEA"
"cheryl hewes","Machias Savings Bank",5,"Senator","7","Republican",NA,"Cheryl Hewes","MCEA"
"nicole c grohoski","Saturn Business Services, Inc.",644.44,"Senator","7","Democratic","yes","Nicole Grohoski","MCEA"
"nicole c grohoski","Amazon.com, Inc.",602.35,"Senator","7","Democratic","yes","Nicole Grohoski","MCEA"
"nicole c grohoski","USPS - Ellsworth",365.45,"Senator","7","Democratic","yes","Nicole Grohoski","MCEA"
"nicole c grohoski","Staples - Augusta",154.01,"Senator","7","Democratic","yes","Nicole Grohoski","MCEA"
"nicole c grohoski","Staples",42.19,"Senator","7","Democratic","yes","Nicole Grohoski","MCEA"
"leo christopher kenney","Spectrum Marketing",1704.65,"Senator","8","Republican","yes","Leo Kenney","MCEA"
"leo christopher kenney","Staples",657.3,"Senator","8","Republican","yes","Leo Kenney","MCEA"
"leo christopher kenney","Numinar",392.15,"Senator","8","Republican","yes","Leo Kenney","MCEA"
"leo christopher kenney","Maine Republican Party",113.1,"Senator","8","Republican","yes","Leo Kenney","MCEA"
"leo christopher kenney","Dunkin Donuts",70.48,"Senator","8","Republican","yes","Leo Kenney","MCEA"
"michael tipping","Print Bangor",2082.44,"Senator","8","Democratic",NA,"Michael Tipping","MCEA"
"michael tipping","EMZI Studio",800,"Senator","8","Democratic",NA,"Michael Tipping","MCEA"
"michael tipping","ActBlue",117.56,"Senator","8","Democratic",NA,"Michael Tipping","MCEA"
"amy j roeder","Frame Media Strategies LLC",1962.68,"Senator","9","Democratic",NA,"Amy J Roeder","MCEA"
"amy j roeder","Saturn Business Services, Inc.",793.12,"Senator","9","Democratic",NA,"Amy J Roeder","MCEA"
"amy j roeder","Act Blue",154.2,"Senator","9","Democratic",NA,"Amy J Roeder","MCEA"
"amy j roeder","SquareSpace",90,"Senator","9","Democratic",NA,"Amy J Roeder","MCEA"
